#NAME?,Name,Symbol,Rank,Price Usd,Price Btc,24h Volume Usd,Market Cap Usd,Available Supply,Total Supply,Max Supply,Percent Change 1h,Percent Change 24h,Percent Change 7d,Last Updated,24h Volume Btc,Market Cap Btc
joincoin,Joincoin,J,1160,0.0672164,0.0000080918,32.4331,208144.0,3096622.0,3096622.0,,-1.67,3.18,49.57,1526748251,0.0039044553,25.0
newbium,Newbium,NEWB,1161,0.00407432,0.0000004905,106.775,203716.0,50000000.0,100000000.0,,-0.69,-61.63,300.12,1526748247,0.0128540971,25.0
polcoin,Polcoin,PLC,1162,0.00257566,0.0000003101,131.377,201930.0,78399444.0,78399444.0,218500000.0,-0.09,-0.81,-8.73,1526748243,0.0158158063,24.0
c-bit,C-Bit,XCT,1163,0.00124629,0.0000001500,329.481,196448.0,157625875.0,157625875.0,,-0.07,8.52,-38.08,1526748247,0.0396645355,24.0
coin,Coin(O),CNO,1164,0.00182789,0.0000002201,37.2411,192468.0,105295162.0,105295162.0,,-0.06,2.39,-12.64,1526748242,0.0044832659,23.0
quatloo,Quatloo,QTL,1165,0.0249258,0.0000030007,139.211,192399.0,7718883.0,7718883.0,,-0.07,2.39,14.28,1526748244,0.0167589016,23.0
pascal-lite,Pascal Lite,PASL,1166,0.0382195,0.0000046011,254.261,191942.0,5022100.0,5022100.0,,3.77,6.32,-0.56,1526748249,0.0306091837,23.0
prime-xi,Prime-XI,PXI,1167,0.00930014,0.0000011196,257.311,191103.0,20548385.0,20548385.0,,-1.26,-3.53,-8.66,1526748251,0.0309763576,23.0
jin-coin,Jin Coin,JIN,1168,0.0190267,0.0000022905,350.51,189514.0,9960402.0,9960402.0,9960595.0,-0.07,2.39,16.83,1526748248,0.0421961094,23.0
px,PX,PX,1169,0.00191097,0.0000002301,28.2504,187927.0,98341177.0,98341177.0,,-0.07,22.38,6.32,1526748248,0.0034009214,23.0
revolvercoin,RevolverCoin,XRE,1170,0.00814241,0.0000009802,102.959,185579.0,22791619.0,22791619.0,,-0.07,-2.42,-10.69,1526748247,0.0123947084,22.0
ratecoin,Ratecoin,XRA,1171,0.00149826,0.0000001804,307.206,183461.0,122449162.0,122449162.0,,-0.07,-7.68,-21.32,1526748245,0.0369829619,22.0
datacoin,Datacoin,DTC,1172,0.00581601,0.0000007002,114.353,182692.0,31411868.0,31411868.0,,-0.07,-22.09,-27.02,1526748241,0.0137663739,22.0
zurcoin,Zurcoin,ZUR,1173,0.00207715,0.0000002501,10.0598,182068.0,87653034.0,87653034.0,,-0.07,,10.64,1526748247,0.001211048,22.0
300-token,300 Token,300,1174,598.326,0.0720294124,41.0461,179498.0,300.0,300.0,300.0,-0.07,5.33,-8.11,1526748253,0.0049413304,22.0
rubies,Rubies,RBIES,1175,0.0165341,0.0000019905,38.4839,172207.0,10415252.0,10415252.0,,-0.09,10.49,1.45,1526748247,0.0046328802,21.0
erc20,ERC20,ERC20,1176,0.000105725,0.0000000127,62.4439,166490.0,1574741156.0,1693691126.0,,-0.53,-32.14,-58.32,1526748258,0.0075173023,20.0
abjcoin,Abjcoin,ABJ,1177,0.0201068,0.0000024206,211.512,166186.0,8265187.0,9265207.0,,-0.0,0.89,-4.84,1526748259,0.0254628498,20.0
satoshimadness,SatoshiMadness,MAD,1178,0.0000820142,0.0000000099,,164084.0,2000683485.0,2000683485.0,,,1.07,,1526695746,,20.0
coin2-1,Coin2.1,C2,1179,0.00207715,0.0000002501,124.7,162529.0,78245975.0,133273764.0,,-0.07,10.89,-10.84,1526748243,0.0150119964,20.0
globalcoin,GlobalCoin,GLC,1180,0.00249258,0.0000003001,23.4007,162444.0,65171010.0,65171010.0,,-0.09,20.98,9.2,1526748277,0.0028170908,20.0
catcoin,Catcoin,CAT,1181,0.0248427,0.0000029907,117.134,160264.0,6451150.0,6451150.0,,-0.06,-1.56,-19.19,1526748241,0.0141011642,19.0
mustangcoin,MustangCoin,MST,1182,0.252328,0.0000303765,171.72,159053.0,630343.0,630343.0,3000000.0,3.25,13.84,15.3,1526748248,0.0206724941,19.0
freicoin,Freicoin,FRC,1183,0.0049353,0.0000005941,,153001.0,31001382.0,100000000.0,,,1.36,-26.25,1526714942,,18.0
ccore,Ccore,CCO,1184,0.104596,0.0000125918,31.1654,151664.0,1449999.0,10000000.0,,-0.59,-53.15,-25.94,1526748259,0.0037518434,18.0
quebecoin,Quebecoin,QBC,1185,0.00972104,0.0000011703,308.145,151539.0,15588776.0,36375376.0,42000000.0,-0.09,3.97,-13.32,1526748243,0.0370960033,18.0
kurrent,Kurrent,KURT,1186,0.00246765,0.0000002971,,151427.0,61364813.0,72764813.0,228000000.0,,1.37,1.11,1526714949,,18.0
xios,Xios,XIOS,1187,0.06823,0.0000082139,,146673.0,2149688.0,2149688.0,21000000.0,,1.18,-19.42,1526720056,,18.0
signatum,Signatum,SIGT,1188,0.00132937,0.0000001600,50.2383,143536.0,107972766.0,107972766.0,,-0.09,,-25.12,1526748254,0.0060479324,17.0
bankcoin,Bankcoin,B@,1189,0.0137542,0.0000016558,74.8192,141555.0,10291781.0,25000000.0,,-0.53,-3.21,-4.58,1526748251,0.0090071015,17.0
berncash,BERNcash,BERN,1190,0.00198406,0.0000002389,119.346,141333.0,71234301.0,71234301.0,,0.03,-5.06,-36.58,1526748247,0.0143674556,17.0
firecoin,Firecoin,FIRE,1191,1.394,0.0001678165,,137186.0,98412.0,98412.0,,,,12.19,1526593143,,17.0
parkbyte,ParkByte,PKB,1192,0.0287477,0.0000034608,11.4612,136955.0,4764026.0,4764026.0,,-0.09,,-22.91,1526748246,0.0013797554,16.0
gameunits,GameUnits,UNITS,1193,0.0389673,0.0000046911,1.12232,135333.0,3472983.0,3472983.0,13000000.0,-0.07,-19.29,-0.29,1526748249,0.0001351104,16.0
macron,MACRON,MCRN,1194,0.000332343,0.0000000400,185.248,133410.0,401421401.0,401421401.0,,-0.07,36.52,-10.1,1526748250,0.022301061,16.0
mincoin,Mincoin,MNC,1195,0.0296482,0.0000035692,158.651,133030.0,4486957.0,4486957.0,,-0.1,-8.87,-24.65,1526748241,0.0190991839,16.0
ecocoin,EcoCoin,ECO,1196,0.113816,0.0000137017,164.273,132118.0,1160802.0,1162362.0,,-0.1,-12.52,-14.91,1526748252,0.0197759878,16.0
fincoin,FinCoin,FNC,1197,0.0102196,0.0000012303,4.32464,131615.0,12878667.0,1812878667.0,,-0.09,-3.87,-28.89,1526748254,0.0005206213,16.0
secretcoin,SecretCoin,SCRT,1198,0.0309602,0.0000037271,,130921.0,4228672.0,4228672.0,,,0.94,-2.94,1526717065,,16.0
bitcoin-21,Bitcoin 21,XBTC21,1199,0.164924,0.0000198544,,130802.0,793108.0,7093108.0,,,2.44,13.93,1526738347,,16.0
brat,BROTHER,BRAT,1200,0.000813401,0.0000000979,31.6354,130144.0,160000000.0,1000000000.0,,-0.07,25.3,-5.34,1526748254,0.0038084243,16.0
boostcoin,BoostCoin,BOST,1201,0.0108989,0.0000013121,,129212.0,11855487.0,11855487.0,,0.06,2.53,51.9,1526747043,,16.0
digital-rupees,Digital Rupees,DRS,1202,0.000249258,0.0000000300,124.629,127322.0,510802961.0,510802961.0,,-0.07,3.32,-1.73,1526748249,0.015003449,15.0
guccionecoin,GuccioneCoin,GCC,1203,0.00614835,0.0000007402,50.1078,124723.0,20285537.0,23775537.0,,0.51,1.61,,1526748246,0.0060322222,15.0
dalecoin,Dalecoin,DALC,1204,0.263811,0.0000317589,123.158,123014.0,466297.0,1000000.0,1000000.0,-0.07,14.91,10.88,1526748254,0.0148263628,15.0
tajcoin,TajCoin,TAJ,1205,0.012959,0.0000015601,361.952,122197.0,9429478.0,9429478.0,,-3.4,3.43,-0.22,1526748248,0.0435735534,15.0
bumbacoin,BumbaCoin,BUMBA,1206,0.00516396,0.0000006217,,118487.0,22945048.0,22945048.0,,,-3.38,1.52,1526740147,,14.0
sixeleven,SixEleven,611,1207,0.263216,0.0000316872,193.082,117459.0,446247.0,446247.0,,-0.07,2.43,4.96,1526748247,0.0232441562,14.0
neuro,Neuro,NRO,1208,0.00224332,0.0000002701,32.6027,116751.0,52043996.0,54043996.0,,-0.09,1.95,-20.54,1526748252,0.0039248726,14.0
hempcoin-hmp,HempCoin,HMP,1209,0.0000830858,0.0000000100,8.30858,112718.0,1356645470.0,2856645470.0,,-0.14,2.39,-1.9,1526748246,0.0010002275,14.0
paycon,PayCon,CON,1210,0.004875,0.0000005869,236.491,112333.0,23042604.0,23042604.0,,-0.07,-1.56,-14.83,1526748244,0.0284699441,14.0
allsafe,AllSafe,ASAFE2,1211,0.0132314,0.0000015929,16.2772,108502.0,8200310.0,8200310.0,15000000.0,-0.01,15.07,7.1,1526748249,0.001959529,13.0
bitquark,BitQuark,BTQ,1212,0.0107181,0.0000012903,35.8864,108244.0,10099148.0,10099148.0,,-0.06,14.6,7.31,1526748243,0.0043201805,13.0
advanced-internet-blocks,Advanced Internet Blocks,AIB,1213,0.00335111,0.0000004034,9.27911,108021.0,32234319.0,31412139756.0,,-1.06,-10.18,-31.41,1526748245,0.0011170647,13.0
bitcoal,BitCoal,COAL,1214,0.0232817,0.0000028028,109.909,104768.0,4500000.0,4500000.0,12500000.0,-0.06,7.99,-0.24,1526748252,0.0132313834,13.0
allion,Allion,ALL,1215,0.0167003,0.0000020105,49.1714,103531.0,6199359.0,7323359.0,,-0.07,2.83,31.46,1526748250,0.0059194938,12.0
acoin,Acoin,ACOIN,1216,0.0840544,0.0000101189,162.405,102554.0,1220085.0,1220085.0,,-1.53,1.42,-3.8,1526748244,0.0195511088,12.0
crypto,Crypto,CTO,1217,0.00739253,0.0000008899,,101594.0,13742738.0,13742738.0,,,1.22,-7.46,1526722445,,12.0
zetamicron,ZetaMicron,ZMC,1218,0.000166172,0.0000000200,73.3347,99760.0,600344291.0,600344291.0,,-0.09,2.38,-1.72,1526748255,0.0088283901,12.0
javascript-token,JavaScript Token,JS,1219,0.0115489,0.0000013903,0.0808425,92299.0,7991996.0,7991996.0,,3.65,13.81,43.5,1526748257,0.0000097322,11.0
sooncoin,SoonCoin,SOON,1220,0.00739464,0.0000008902,33.942,92157.0,12462620.0,12462620.0,,-0.09,1.75,-18.07,1526748246,0.0040861041,11.0
eurocoin,Eurocoin,EUC,1221,0.00722847,0.0000008702,60.5345,89753.0,12416554.0,12416554.0,,0.44,6.36,7.81,1526748246,0.0072874394,11.0
fuzzballs,FuzzBalls,FUZZ,1222,0.0180664,0.0000021749,56.5819,87260.0,4829945.0,4829945.0,,-0.07,,-8.86,1526748247,0.0068116061,11.0
dollarcoin,Dollarcoin,DLC,1223,0.00930561,0.0000011203,2.82592,84744.0,9106714.0,9106714.0,,-0.13,2.39,-12.65,1526748248,0.0003401981,10.0
visio,Visio,VISIO,1224,0.00163614,0.0000001970,180.673,83548.0,51064024.0,63064024.0,,-1.58,14.84,-16.68,1526748250,0.0217503001,10.0
x-coin,X-Coin,XCO,1225,0.00672995,0.0000008102,42.0748,83350.0,12384976.0,12384976.0,,-0.07,16.82,-32.29,1526748244,0.0050651704,10.0
postoken,PoSToken,POS,1226,0.082255,0.0000099023,10.5021,82554.0,1003640.0,1203221.0,,-0.07,10.1,-31.49,1526748256,0.0012642942,10.0
goldpieces,GoldPieces,GP,1227,0.0668876,0.0000080523,76.8149,81614.0,1220161.0,1220161.0,,-0.07,-4.13,-28.05,1526748244,0.0092473536,10.0
marijuanacoin,Marijuanacoin,MAR,1228,0.0486883,0.0000058613,106.993,79440.0,1631601.0,1631601.0,,0.1,2.56,15.74,1526748250,0.012880341,10.0
virta-unique-coin,Virta Unique Coin,VUC,1229,0.00127998,0.0000001541,115.33,79219.0,61890500.0,61890500.0,120000000.0,-0.07,0.38,2.91,1526748252,0.0138839899,10.0
soilcoin,SOILcoin,SOIL,1230,0.0137923,0.0000016604,132.875,78644.0,5702048.0,5702048.0,,-0.07,5.97,-1.24,1526748246,0.0159961429,9.0
coinonat,Coinonat,CXT,1231,0.00893198,0.0000010753,191.272,77022.0,8623200.0,10123200.0,,-7.38,1.49,-3.03,1526748251,0.0230262596,9.0
glasscoin,GlassCoin,GLS,1232,0.0250088,0.0000030107,296.588,76994.0,3078688.0,5530330.0,,-0.07,2.32,-1.73,1526748259,0.0357047151,9.0
funcoin,FUNCoin,FUNC,1233,0.0130892,0.0000015757,0.328754,76553.0,5848581.0,100000000.0,100000000.0,0.91,9.42,-18.3,1526748252,0.0000395770,9.0
money,Money,$$$,1234,0.00166172,0.0000002000,107.423,76252.0,45887218.0,45887218.0,,-0.07,2.39,-6.26,1526748246,0.0129321065,9.0
comet,Comet,CMT,1235,0.0865522,0.0000104196,269.556,75545.0,872830.0,872830.0,,-0.07,-6.57,-23.37,1526748248,0.0324504706,9.0
flaxscript,Flaxscript,FLAX,1236,0.0130445,0.0000015704,93.4136,73302.0,5619365.0,5619365.0,,-0.09,,-9.24,1526748246,0.0112455864,9.0
songcoin,SongCoin,SONG,1237,0.00224051,0.0000002697,164.56,72963.0,32565300.0,32565300.0,,-0.07,8.37,12.57,1526748244,0.0198105383,9.0
cachecoin,CacheCoin,CACH,1238,0.0170468,0.0000020522,80.8519,71514.0,4195132.0,4195132.0,10000000.0,-0.09,1.15,8.33,1526748246,0.0097333475,9.0
icobid,ICOBID,ICOB,1239,0.000664687,0.0000000800,33.4897,71154.0,107048455.0,107048455.0,,-0.09,2.38,12.31,1526748250,0.004031654,9.0
useless-ethereum-token,Useless Ethereum Token,UET,1240,0.0168593,0.0000020296,11.3823,66859.0,3965716.0,3965716.0,,-0.69,-11.09,-16.92,1526748252,0.001370257,8.0
bitasean,BitAsean,BAS,1241,0.0133469,0.0000016068,202.287,66735.0,5000000.0,30000000.0,,-0.73,4.02,-29.96,1526748254,0.0243522992,8.0
mindcoin,MindCoin,MND,1242,0.00415429,0.0000005001,1.86661,65919.0,15867695.0,15867695.0,,-0.07,,105.24,1526748246,0.0002247116,8.0
bipcoin,BipCoin,BIP,1243,0.0399643,0.0000048111,81.4573,65032.0,1627261.0,1627261.0,,-0.07,1.04,-10.09,1526748249,0.0098062285,8.0
bnrtxcoin,BnrtxCoin,BNX,1244,0.00191097,0.0000002301,89.4506,62405.0,32656258.0,32656258.0,,-0.09,-4.86,20.95,1526748257,0.0107685011,8.0
gold-pressed-latinum,Gold Pressed Latinum,GPL,1245,0.240949,0.0000290066,28.9139,61810.0,256527.0,256527.0,1000000.0,-0.09,0.43,-10.01,1526748251,0.0034807968,7.0
kronecoin,Kronecoin,KRONE,1246,0.00905636,0.0000010902,172.505,61374.0,6776887.0,6776887.0,84000000.0,-0.09,-1.24,-6.22,1526748255,0.0207669962,7.0
uro,Uro,URO,1247,0.0499478,0.0000060130,,60302.0,1207310.0,1207310.0,,,,34.21,1526507944,,7.0
metal-music-coin,Metal Music Coin,MTLMC3,1248,0.000747773,0.0000000900,7.0372,59612.0,79719140.0,79719140.0,2500000000.0,-0.07,,-19.5,1526748245,0.0008471726,7.0
quazarcoin,QuazarCoin,QCN,1249,0.00830858,0.0000010002,19.8264,59265.0,7133042.0,7133042.0,,-0.06,2.39,-1.73,1526748243,0.0023867991,7.0
shilling,Shilling,SH,1250,0.00830858,0.0000010002,1.59874,56893.0,6847550.0,6847550.0,,-0.07,3.43,-1.84,1526748248,0.0001924641,7.0
luna-coin,Luna Coin,LUNA,1251,0.0321968,0.0000038760,94.8717,54942.0,1706429.0,1706429.0,,-0.64,25.31,11.59,1526748249,0.0114211196,7.0
roofs,Roofs,ROOFS,1252,0.000415429,0.0000000500,230.184,54006.0,130000000.0,600000000.0,,-16.73,-14.67,,1526748257,0.0277106766,7.0
copico,Copico,XCPO,1253,0.00340652,0.0000004101,345.637,53641.0,15746668.0,22940540.0,,-0.09,15.22,-91.19,1526748259,0.0416094738,6.0
agrolifecoin,AgrolifeCoin,AGLC,1254,0.000249258,0.0000000300,5.68282,52208.0,209453044.0,209453044.0,,-0.07,2.38,-8.94,1526748248,0.0006841257,6.0
debitcoin,Debitcoin,DBTC,1255,0.00283679,0.0000003415,,51061.0,17999629.0,25999629.0,,,-0.5,-16.12,1526734147,,6.0
printerium,Printerium,PRX,1256,0.00415429,0.0000005001,4.24436,49111.0,11821728.0,11821728.0,,-0.07,19.06,-25.4,1526748250,0.0005109568,6.0
independent-money-system,Independent Money System,IMS,1257,0.00847476,0.0000010202,24.3974,45500.0,5368934.0,5368934.0,,-0.09,3.06,,1526748247,0.0029370784,5.0
cannation,Cannation,CNNC,1258,0.0177646,0.0000021386,244.553,44001.0,2476893.0,2476893.0,,-10.55,-13.82,-15.65,1526748251,0.0294404871,5.0
milocoin,MiloCoin,MILO,1259,0.00407121,0.0000004901,27.3349,43928.0,10789954.0,10789954.0,30015000.0,-0.07,,37.1,1526748250,0.0032907091,5.0
starcash-network,StarCash Network,STARS,1260,0.0447002,0.0000053812,261.284,42908.0,959914.0,1033142.0,,-0.09,55.16,-21.95,1526748258,0.0314546468,5.0
exchangen,ExchangeN,EXN,1261,0.00830858,0.0000010002,69.2105,42374.0,5100000.0,10000000.0,,-0.07,2.39,-1.83,1526748256,0.0083318987,5.0
dappster,DAPPSTER,DLISK,1262,0.000415429,0.0000000500,1.57431,41543.0,100000000.0,100000000.0,,-0.06,2.39,-1.83,1526748247,0.0001895231,5.0
jewels,Jewels,JWL,1263,0.00200603,0.0000002415,,40485.0,20181636.0,20181636.0,,,,,1526519648,,5.0
madcoin,Madcoin,MDC,1264,0.0221839,0.0000026706,55.1444,40366.0,1819612.0,2276865.0,3942000.0,2.23,5.02,-13.66,1526748260,0.0066385528,5.0
veltor,Veltor,VLT,1265,0.0716329,0.0000086235,,39746.0,554855.0,554855.0,,0.06,2.45,-22.34,1526747048,,5.0
healthywormcoin,HealthyWormCoin,WORM,1266,0.00033311,0.0000000401,,38374.0,115199246.0,115199246.0,,,2.63,-10.69,1526740750,,5.0
bios-crypto,BiosCrypto,BIOS,1267,0.0017448,0.0000002100,2.32624,36330.0,20821709.0,20821709.0,,-0.07,2.39,-1.99,1526748245,0.0002800442,4.0
arbit,ARbit,ARB,1268,0.00440355,0.0000005301,1.98733,36124.0,8203320.0,8203320.0,,5.95,9.81,2.12,1526748245,0.0002392445,4.0
ponzicoin,PonziCoin,PONZI,1269,0.0409094,0.0000049249,,35227.0,861099.0,861099.0,,,,0.59,1526655247,,4.0
slevin,Slevin,SLEVIN,1270,0.000498515,0.0000000600,48.9566,34896.0,70000000.0,70000000.0,,-0.09,,-21.77,1526748253,0.0058936351,4.0
zayedcoin,Zayedcoin,ZYD,1271,0.00556675,0.0000006702,7.2966,34758.0,6243840.0,6243840.0,,-0.07,0.88,32.38,1526748248,0.0008784004,4.0
creatio,Creatio,XCRE,1272,0.00166172,0.0000002000,29.5395,34099.0,20520514.0,20520514.0,,-0.07,7.78,-37.0,1526748248,0.0035561096,4.0
letitride,LetItRide,LIR,1273,0.00090968,0.0000001095,,33861.0,37223002.0,37223002.0,,,1.9,6.14,1526730848,,4.0
gbcgoldcoin,GBCGoldCoin,GBC,1274,0.00294,0.0000003539,408.982,33404.0,11361817.0,11361817.0,,-0.0,45.54,45.24,1526748246,0.049235255,4.0
piecoin,PIECoin,PIE,1275,0.00290724,0.0000003500,,32133.0,11052595.0,11052595.0,,,,-1.76,1526571550,,4.0
dreamcoin,Dreamcoin,DRM,1276,0.0122136,0.0000014703,34.049,30225.0,2474679.0,2474679.0,,-0.06,-8.78,-13.95,1526748243,0.0040989853,4.0
impulsecoin,ImpulseCoin,IMPS,1277,0.00148421,0.0000001787,,30049.0,20245510.0,20245510.0,,,1.61,,1526701748,,4.0
cryptoworldx-token,CryptoWorldX Token,CWXT,1278,0.000498515,0.0000000600,1.51058,29727.0,59630200.0,59630200.0,,-0.07,2.47,,1526748249,0.000181851,4.0
elysium,Elysium,ELS,1279,0.00722847,0.0000008702,20.0542,28950.0,4005012.0,4005012.0,18000000.0,-0.09,1.22,93.22,1526748250,0.0024142228,3.0
kingn-coin,KingN Coin,KNC,1280,14.1244,0.0017003644,30.6333,28376.0,2009.0,2509.0,420000.0,-0.09,,-11.13,1526748253,0.0036877866,3.0
interzone,Interzone,ITZ,1281,0.010635,0.0000012803,143.827,28204.0,2652019.0,3112019.0,,-31.96,7.52,-19.96,1526748255,0.0173145982,3.0
steps,Steps,STEPS,1282,0.00149555,0.0000001800,1.07372,27855.0,18625017.0,18625017.0,,,,-23.89,1526748246,0.0001292597,3.0
litecred,Litecred,LTCR,1283,0.000913944,0.0000001100,59.129,27626.0,30227750.0,30227750.0,,9.92,,-1.47,1526748247,0.0071182384,3.0
destiny,Destiny,DES,1284,0.0170326,0.0000020505,1.98683,27252.0,1600000.0,1600000.0,,-0.09,-18.01,1.17,1526748247,0.0002391843,3.0
jobscoin,JobsCoin,JOBS,1285,0.000249258,0.0000000300,1.86686,26426.0,106019270.0,200019300.0,,-0.09,45.29,,1526748249,0.0002247417,3.0
posex,PosEx,PEX,1286,0.0107181,0.0000012903,46.8955,26294.0,2453240.0,2453240.0,,-0.07,,,1526748247,0.0056455098,3.0
playercoin,PlayerCoin,PLACO,1287,0.000739912,0.0000000891,,25986.0,35120000.0,100120000.0,,,1.31,-17.35,1526720657,,3.0
vector,VectorAI,VEC2,1288,0.00149555,0.0000001800,25.2359,25873.0,17299859.0,17299859.0,,-0.07,-7.85,,1526748246,0.0030380212,3.0
bowscoin,BowsCoin,BSC,1289,0.00465281,0.0000005601,59.0387,25824.0,5550102.0,5550102.0,,-0.07,3.21,-35.26,1526748245,0.0071073677,3.0
tagrcoin,TAGRcoin,TAGR,1290,0.000663155,0.0000000798,,25644.0,38669634.0,38669634.0,,,,,1526492948,,3.0
geertcoin,GeertCoin,GEERT,1291,0.00495346,0.0000005963,140.192,25219.0,5091200.0,5091200.0,,-0.06,-21.99,-4.65,1526748249,0.0168769991,3.0
doubloon,BOAT,BOAT,1292,0.00132937,0.0000001600,12.4989,24657.0,18547845.0,18547845.0,,-0.06,2.39,-12.65,1526748249,0.0015046788,3.0
plncoin,PLNcoin,PLNC,1293,0.00141246,0.0000001700,5.80255,24138.0,17089600.0,19089600.0,38540000.0,-0.09,2.38,9.47,1526748243,0.0006985394,3.0
prcoin,PRCoin,PRC,1294,0.00108012,0.0000001300,71.4984,22992.0,21286600.0,801286600.0,,-0.07,10.91,13.61,1526748250,0.0086073273,3.0
wild-beast-block,Wild Beast Block,WBB,1295,0.122718,0.0000147734,18.0929,22325.0,181919.0,181919.0,,-0.09,2.36,-6.28,1526748246,0.0021781119,3.0
rsgpcoin,RSGPcoin,RSGP,1296,12.4507,0.0014988762,1.02403,21548.0,1731.0,2160.0,,-0.09,,-15.8,1526748254,0.0001232777,3.0
californium,Californium,CF,1297,0.00872401,0.0000010502,6.75122,21346.0,2446815.0,2446815.0,,-0.09,7.5,-64.66,1526748253,0.0008127449,3.0
credence-coin,Credence Coin,CRDNC,1298,0.00598218,0.0000007202,168.201,20501.0,3427006.0,9227006.0,25000000.0,-0.09,-12.06,-11.56,1526748258,0.0202488597,2.0
anarchistsprime,AnarchistsPrime,ACP,1299,0.00373886,0.0000004501,2.18973,16432.0,4394874.0,4394874.0,53760000.0,12.42,15.19,44.0,1526748245,0.0002636104,2.0
bitvolt,Bitvolt,VOLT,1300,0.000913944,0.0000001100,36.5577,15161.0,16588056.0,61608156.0,,-0.06,-6.21,-9.92,1526748250,0.0044009949,2.0
save-and-gain,Save and Gain,SANDG,1301,0.00489507,0.0000005893,70.5294,15002.0,3064800.0,3064800.0,,-0.09,8.79,-5.08,1526748247,0.0084906744,2.0
rawcoin2,Rawcoin,XRC,1302,0.0211329,0.0000025441,4.51689,14896.0,704882.0,704882.0,,-0.05,-14.61,0.84,1526748249,0.0005437653,2.0
dollar-online,Dollar Online,DOLLAR,1303,0.018362,0.0000022105,5.21392,13841.0,753776.0,9601412.0,,-0.07,,-1.91,1526748249,0.0006276772,2.0
biobar,BioBar,BIOB,1304,0.0111346,0.0000013404,,9863.0,885756.0,985756.0,,,2.39,-22.08,1526743450,,1.0
ibank,iBank,IBANK,1305,0.00216023,0.0000002601,22.1597,9778.0,4526324.0,4526324.0,,-0.07,,,1526748249,0.0026676931,1.0
selfiecoin,Selfiecoin,SLFI,1306,0.0000849946,0.0000000102,,9165.0,107829281.0,107829281.0,,,,-0.52,1526421845,,1.0
crevacoin,CrevaCoin,CREVA,1307,0.000243842,0.0000000294,393.094,8874.0,36390750.0,6240390800.0,,0.24,0.16,-27.47,1526748253,0.0473225798,1.0
nodecoin,NodeCoin,NODC,1308,0.00471571,0.0000005677,,7915.0,1678439.0,5878439.0,,,,6.48,1526470749,,1.0
vault-coin,Vault Coin,VLTC,1309,0.000249258,0.0000000300,267.279,7574.0,30385540.0,530385540.0,1000000000.0,-0.09,38.24,47.42,1526748256,0.0321763542,1.0
coimatic-3,Coimatic 3.0,CTIC3,1310,0.00332343,0.0000004001,272.74,7509.0,2259512.0,102000000.0,102000000.0,2.49,7.46,-15.77,1526748256,0.0328337761,1.0
concoin,Concoin,CONX,1311,0.00947179,0.0000011403,261.76,7050.0,744266.0,1595266.0,,-0.09,-1.92,-5.35,1526748251,0.03151195,1.0
socialcoin-socc,SocialCoin,SOCC,1312,0.00423738,0.0000005101,168.803,5868.0,1384879.0,1384879.0,,-0.07,-11.49,-28.67,1526748252,0.0203213314,1.0
coimatic-2,Coimatic 2.0,CTIC2,1313,0.000332343,0.0000000400,117.295,4498.0,13532750.0,30132750.0,102000000.0,-0.07,2.39,-14.88,1526748253,0.0141205462,1.0
magnum,Magnum,MGM,1314,0.00099703,0.0000001200,23.9287,4246.0,4259076.0,254259076.0,,-0.07,-5.49,,1526748249,0.002880654,1.0
ulatech,Ulatech,ULA,1315,0.0192759,0.0000023205,60.9775,4109.0,213187.0,54213187.0,90000000.0,-0.09,-4.99,-22.37,1526748254,0.0073407699,0.0
levoplus,LevoPlus,LVPS,1316,0.000913944,0.0000001100,244.791,1876.0,2052712.0,93052712.0,,-0.09,-22.85,-17.1,1526748251,0.0294691387,0.0
tristar-coin,Tristar Coin,TSTR,1317,0.000249258,0.0000000300,245.103,1253.0,5027857.0,255027857.0,,-0.09,2.38,,1526748256,0.0295066988,0.0
futurexe,FuturXe,FXE,1318,0.00415429,0.0000005001,86.9052,978.0,235421.0,84000000.0,,-9.18,-11.37,-4.29,1526748255,0.0104620733,0.0
caliphcoin,CaliphCoin,CALC,1319,0.0000832488,0.0000000100,,554.0,6651808.0,148677180.0,189000000.0,,,-50.77,1526514548,,0.0
ebittree-coin,Ebittree Coin,EBT,1320,0.000415429,0.0000000500,80.9613,525.0,1264511.0,811264511.0,,-0.09,-31.24,,1526748257,0.0097465176,0.0
ckusd,CK USD,CKUSD,1321,0.96956,0.0001167204,161921000.0,,,,,-0.25,0.73,0.27,1526748264,19492.8425161,
edu-coin,EduCoin,EDU,1322,0.00574636,0.0000006918,23748100.0,,,15000000000.0,,-3.3,6.13,,1526748265,2858.91251509,
content-and-ad-network,Content and AD Network,CAN,1323,0.0257369,0.0000030983,15046200.0,,,1500000000.0,,-0.74,-0.46,-1.09,1526748260,1811.3352009,
intelligent-investment-chain,Intelligent Investment Chain,IIC,1324,0.010141,0.0000012208,13912400.0,,,21000000000.0,,-0.78,-11.16,,1526748265,1674.84280742,
trustnote,TrustNote,TTT,1325,0.104231,0.0000125478,12602600.0,,,,,0.13,1.22,-13.74,1526748265,1517.1626725,
penta,Penta,PNT,1326,0.0295593,0.0000035585,12552400.0,,,50000000000.0,18000000000.0,-2.4,14.19,35.72,1526748265,1511.11935079,
pundi-x,Pundi X,NPXS,1327,0.012401,0.0000014929,11860300.0,,,68179231883.0,,0.39,1.14,39.92,1526748264,1427.80096525,
